,ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,NewLoanApplication,PredNoPago,error,nopago_presta
689,10690,834,0.1569649855503924,45936,60,5,7,15759,12,24,Rent,Bachelor,Widowed,7,0.16518047,157590.0,0.17103772,-0.005857248653678898,0.22754323979459365
690,10691,730,0.7015717542631683,123190,28,4,1,1525,4,4,Rent,Bachelor,Widowed,15,0.16424914,18300.0,0.16241464,0.0018344998117828248,0.22600815630629445
691,10692,608,0.9822242341264098,136675,55,7,13,12859,0,1,Rent,Masters,Divorced,9,0.1632748,244321.0,0.14950368,0.013771121916580198,0.22440583838039052
692,10693,680,0.6683737589334411,74348,37,9,1,3173,5,26,Mortgage,Masters,Widowed,6,0.0,60287.0,0.009142278,-0.009142277762293816,0.0
693,10694,363,0.0522370317187879,26752,18,7,4,16224,15,23,Rent,Bachelor,Widowed,21,0.16784865,308256.0,0.17009032,-0.0022416677261352658,0.2319601446299403
694,10695,404,0.1911742288542969,110111,39,0,0,12549,19,7,Rent,Masters,Widowed,7,0.16998951,62745.0,0.17852633,-0.008536817013969411,0.23552465764619418
695,10696,571,0.1314471749572273,35907,19,5,7,10701,0,25,Rent,Masters,Single,24,0.16721025,21402.0,0.17002653,-0.0028162758550643874,0.23090076156676995
696,10697,539,0.3963751241769728,109047,44,6,11,2200,9,6,Rent,High School,Widowed,23,0.0,35200.0,0.0072473814,-0.007247381377965212,0.0
697,10698,571,0.3508605404927399,115667,35,5,1,19371,15,8,Rent,PhD,Widowed,1,0.16342105,309936.0,0.16633818,-0.0029171255352020142,0.2246461108063977
698,10699,485,0.0472216735966535,36697,49,4,5,11808,4,19,Own,High School,Widowed,29,0.1648197,129888.0,0.17391588,-0.009096177938270555,0.2269481871160035
699,10700,732,0.251588730128923,182300,41,6,0,4199,13,13,Mortgage,Masters,Divorced,1,0.16829506,50388.0,0.16670209,0.0015929683061218225,0.23270189906531022
700,10701,569,0.2513661654404966,139261,24,6,13,2283,9,17,Own,High School,Widowed,24,0.16814455,20547.0,0.18396296,-0.01581840607089996,0.23245172283237436
701,10702,369,0.8818542162185661,160399,45,7,16,17413,12,1,Rent,Masters,Widowed,13,0.15928943,313434.0,0.15995915,-0.0006697223408889674,0.2178904976774588
702,10703,395,0.9845564739301677,59083,18,7,6,7090,8,18,Mortgage,Masters,Single,2,0.15851708,77990.0,0.15205385,0.006463232091026311,0.21663498767152636
703,10704,727,0.6344422500528704,169012,20,3,7,13478,4,2,Mortgage,Masters,Married,7,0.0,188692.0,0.010930808,-0.010930808261036873,0.0
704,10705,770,0.4129033697526,128439,57,5,17,14360,12,19,Mortgage,PhD,Widowed,14,0.16829866,157960.0,0.1454939,0.022804765184555043,0.2327078840584771
705,10706,437,0.028457255791753,142215,73,2,18,9323,8,13,Mortgage,High School,Widowed,24,0.1678458,139845.0,0.15121908,0.01662671514110564,0.231955411629239
706,10707,684,0.3374991004197101,134636,65,1,12,12113,5,5,Rent,Bachelor,Widowed,4,0.0,84791.0,0.0061617573,-0.006161757279187441,0.0
707,10708,708,0.5528171860361885,142236,20,4,18,19021,9,17,Mortgage,PhD,Widowed,19,0.15847042,114126.0,0.1572237,0.0012467185229492195,0.21655921233333225
708,10709,628,0.1394027699943331,147579,20,8,9,8197,6,9,Mortgage,Masters,Married,3,0.0,81970.0,0.005176336,-0.0051763360388576984,0.0
709,10710,798,0.1869167968684917,95085,19,2,10,1547,4,7,Mortgage,Masters,Widowed,7,0.0,9282.0,0.0030678005,-0.0030678005423396826,0.0
710,10711,765,0.1785192680563022,125859,89,4,14,11543,4,5,Own,PhD,Widowed,25,0.15909423,80801.0,0.14455497,0.014539257351379398,0.21757296837194964
711,10712,374,0.1593133551527399,85423,55,8,7,17326,3,18,Own,Masters,Widowed,2,0.0,138608.0,0.0640909,-0.06409090012311935,0.0
712,10713,810,0.1560478666898495,107706,83,6,9,19669,9,22,Own,High School,Widowed,7,0.0,393380.0,0.008151655,-0.008151655085384846,0.0
713,10714,847,0.0018307351003939,154917,57,7,6,5594,5,2,Mortgage,PhD,Widowed,19,0.0,50346.0,0.0024366027,-0.002436602720990777,0.0
714,10715,455,0.1418792637964485,149432,19,9,7,5578,0,0,Mortgage,Bachelor,Divorced,1,0.16173881,78092.0,0.16356899,-0.0018301784424209488,0.22188744238535005
715,10716,653,0.6689974597141453,153624,43,9,11,5846,12,6,Rent,Masters,Single,10,0.16811042,40922.0,0.1491128,0.01899761427585603,0.23239500487552683
716,10717,673,0.1989692557944491,131558,84,6,15,17341,6,22,Own,High School,Widowed,6,0.15875575,121387.0,0.14579572,0.01296003216457367,0.2170227166485833
717,10718,750,0.275966763142255,112283,43,8,19,7894,9,4,Rent,Masters,Single,25,0.15742956,31576.0,0.14526501,0.01216454702049255,0.21487104864490614
718,10719,551,0.3737775382738673,35834,33,5,16,5554,15,4,Mortgage,Masters,Widowed,16,0.1634437,77756.0,0.15550019,0.007943511530113218,0.22468332974122596
719,10720,752,0.22124318991465,54855,58,3,6,13480,7,12,Own,High School,Widowed,19,0.0,121320.0,0.0057950886,-0.005795088596642017,0.0
720,10721,363,0.1396418596154442,47044,43,4,18,15741,10,27,Rent,Masters,Widowed,1,0.0,173151.0,0.008897075,-0.008897075429558754,0.0
721,10722,754,0.0291925591642517,194269,87,8,17,6529,16,24,Rent,Masters,Widowed,1,0.0,78348.0,0.0137578845,-0.013757884502410889,0.0
722,10723,567,0.0968252374668803,32894,22,3,19,7276,8,9,Rent,High School,Widowed,11,0.0,36380.0,0.0029602551,-0.0029602551367133856,0.0
723,10724,682,0.5714298691784121,193172,42,5,8,8910,2,29,Rent,Masters,Widowed,7,0.1532422,62370.0,0.16508129,-0.01183909239082337,0.20812153132808464
724,10725,793,0.6412368673577586,77059,86,1,13,5146,13,7,Rent,Masters,Widowed,21,0.0,20584.0,0.0076144366,-0.007614436559379101,0.0
725,10726,448,0.0239635237715616,158977,23,9,4,7222,11,24,Mortgage,PhD,Widowed,2,0.0,28888.0,0.010417655,-0.010417655110359192,0.0
726,10727,350,0.0251770134111241,96504,25,4,10,10894,15,2,Rent,High School,Widowed,28,0.0,130728.0,0.0041366857,-0.004136685747653246,0.0
727,10728,831,0.0043360023262513,76894,33,9,7,1944,16,23,Mortgage,PhD,Widowed,9,0.15316081,11664.0,0.14527866,0.007882147556838998,0.20799100180991867
728,10729,329,0.0109401456106159,23293,43,9,1,3765,9,9,Own,High School,Divorced,15,0.16563106,48945.0,0.17682472,-0.01119365871376038,0.22828716394931953
729,10730,434,0.0266840530474505,59806,61,2,3,13298,8,12,Rent,PhD,Widowed,17,0.15422308,239364.0,0.0642602,0.08996288033397676,0.2096965970648618
730,10731,714,0.5160402354935089,195408,25,9,1,19250,13,25,Mortgage,PhD,Widowed,14,0.0,57750.0,0.010465852,-0.010465851984918118,0.0
731,10732,432,0.1320011947471087,108702,36,9,10,2233,5,10,Mortgage,High School,Married,3,0.15863998,15631.0,0.1550913,0.0035486793932724137,0.21683461617299105
732,10733,561,0.5802390038700634,180618,33,4,3,1411,17,4,Rent,Masters,Widowed,11,0.15909939,11288.0,0.15954524,-0.0004458527864074635,0.21758136018000973
733,10734,399,0.4465664436128367,150378,35,7,15,19125,9,16,Rent,Masters,Widowed,27,0.15791588,248625.0,0.16664904,-0.008733163560028068,0.21565928829058068
734,10735,603,0.1069337530282724,41650,39,4,5,7838,1,25,Mortgage,Bachelor,Widowed,28,0.16447483,101894.0,0.1731437,-0.008668869765205395,0.22637984023868463
735,10736,629,0.1499898697493025,113397,32,8,1,6829,10,21,Rent,PhD,Widowed,12,0.15789653,13658.0,0.16218384,-0.00428730610248565,0.21562790793392655
736,10737,402,0.4738785741535725,97888,55,5,3,15103,14,18,Rent,High School,Widowed,9,0.16580357,317163.0,0.17949115,-0.013687577398948658,0.22857219072491114
737,10738,457,0.1991662026304773,33976,52,4,0,9407,14,12,Mortgage,High School,Widowed,6,0.0,47035.0,0.0049996036,-0.004999603610485792,0.0
738,10739,806,0.2361878843714456,87946,49,3,8,3953,13,3,Mortgage,PhD,Widowed,13,0.15484169,51389.0,0.15441881,0.0004228787979507487,0.21069182115715104
739,10740,517,0.1503074377236428,160226,34,9,2,5454,3,1,Own,High School,Widowed,26,0.0,16362.0,0.015818993,-0.015818992629647255,0.0
740,10741,629,0.0501397134306664,92003,71,6,15,19772,15,25,Rent,Masters,Widowed,1,0.0,276808.0,0.017989935,-0.017989935353398323,0.0
741,10742,398,0.5489023497331009,46281,32,6,9,4759,7,9,Own,Masters,Widowed,15,0.16349164,33313.0,0.16515826,-0.0016666168883895938,0.22476211235952256
742,10743,465,0.1081607955634565,160982,28,5,13,4124,14,0,Mortgage,Masters,Widowed,10,0.0,45364.0,0.03552254,-0.03552253916859627,0.0
743,10744,749,0.7424452124177631,111359,32,9,7,17734,9,9,Mortgage,Masters,Married,4,0.15695117,336946.0,0.13869646,0.018254708084030152,0.21409654942525688
744,10745,729,0.3922656338887276,127810,22,7,1,4091,1,5,Mortgage,High School,Widowed,11,0.0,85911.0,0.0022790344,-0.002279034350067377,0.0
745,10746,468,0.3553781414812158,66430,23,5,2,6052,17,0,Own,Masters,Widowed,23,0.15864503,96832.0,0.16635947,-0.007714439294548042,0.2168428202189142
746,10747,353,0.4040547105380956,137636,22,5,15,8561,1,23,Mortgage,Masters,Single,10,0.16782984,85610.0,0.16958012,-0.001750276868019096,0.23192890742441433
747,10748,800,0.2113462224166099,98770,46,0,10,6857,5,15,Rent,PhD,Widowed,14,0.0,130283.0,0.007445465,-0.007445464842021465,0.0
748,10749,537,0.6214252056755164,127376,42,9,15,3985,5,21,Rent,High School,Widowed,14,0.16661571,71730.0,0.17517896,-0.008563249965705871,0.229915620919612
749,10750,848,0.0724932982530293,47401,45,7,2,8136,18,10,Mortgage,Masters,Widowed,8,0.0,65088.0,0.0033551634,-0.0033551633823662996,0.0
750,10751,672,0.8552241684180063,100852,75,4,7,1210,7,3,Rent,PhD,Widowed,16,0.0,7260.0,0.005301458,-0.005301457829773426,0.0
751,10752,472,0.7000872882073916,134569,24,4,7,17416,3,1,Rent,Masters,Married,1,0.0,261240.0,0.0035241703,-0.003524170257151127,0.0
752,10753,660,0.7791967071880015,31730,33,0,3,9964,2,4,Mortgage,High School,Widowed,21,0.16615975,109604.0,0.16583711,0.0003226409111022899,0.22916105632943498
753,10754,469,0.2064230244732984,68022,64,6,7,11000,4,6,Rent,PhD,Widowed,21,0.0,121000.0,0.004926761,-0.004926761146634817,0.0
754,10755,383,0.1422645255188085,69915,41,7,4,15746,7,8,Mortgage,PhD,Widowed,0,0.0,236190.0,0.002901295,-0.002901294967159629,0.0
755,10756,849,0.3702099617898358,36469,77,8,11,8304,18,19,Own,High School,Widowed,5,0.16928372,16608.0,0.156972,0.012311714036674498,0.23434749346672246
756,10757,627,0.0197500973815516,73861,47,1,16,3036,3,17,Rent,High School,Widowed,23,0.0,48576.0,0.0026781454,-0.002678145421668887,0.0
757,10758,444,0.6522440158478325,118595,34,4,10,7638,0,2,Mortgage,Masters,Married,18,0.165718,122208.0,0.17166597,-0.005947966510772701,0.22843079438367372
758,10759,848,0.0643622620659406,111581,75,3,17,2400,17,9,Rent,Masters,Widowed,1,0.0,7200.0,0.0034554456,-0.003455445636063814,0.0
759,10760,685,0.6910472684732173,199249,82,8,2,12951,5,9,Mortgage,Masters,Divorced,0,0.0,116559.0,0.014233581,-0.01423358079046011,0.0
760,10761,591,0.5639780978080163,59199,21,3,5,10128,1,20,Rent,Masters,Widowed,1,0.0,40512.0,0.0068848273,-0.0068848272785544395,0.0
761,10762,479,0.4910238713363626,110372,55,7,17,14060,9,12,Own,Masters,Widowed,4,0.16464028,70300.0,0.16461682,2.3456803588867148e-05,0.2266524438118705
762,10763,523,0.3725512851303263,21396,28,6,0,2787,2,21,Mortgage,Masters,Single,3,0.15748176,25083.0,0.16154402,-0.0040622649443054215,0.2149556121182611
763,10764,661,0.2315234493574359,45200,76,5,0,14929,3,2,Mortgage,Masters,Widowed,17,0.0,29858.0,0.0023661847,-0.0023661847226321697,0.0
764,10765,728,0.2099555917326208,174711,22,9,16,8107,12,19,Mortgage,Masters,Widowed,20,0.0,81070.0,0.0032806261,-0.003280626144260168,0.0
765,10766,734,0.182393826264906,111025,58,0,18,10764,5,9,Own,Masters,Widowed,7,0.1609129,204516.0,0.16302925,-0.002116353482818606,0.2205370991879151
766,10767,776,0.8166756543109147,53796,84,0,1,17260,5,10,Rent,Masters,Widowed,5,0.15797067,241640.0,0.16281112,-0.00484044538410186,0.215748150364311
767,10768,499,0.289634541241945,21965,70,2,18,10763,0,0,Rent,Bachelor,Widowed,0,0.15468724,161445.0,0.045027867,0.10965937304042817,0.21044320447735823
768,10769,550,0.0055608909819045,188027,29,9,10,16805,5,1,Rent,Masters,Widowed,20,0.0,235270.0,0.0031762272,-0.0031762272119522095,0.0
769,10770,369,0.3229747318040665,197959,18,9,8,7292,4,9,Mortgage,High School,Divorced,13,0.16788454,21876.0,0.1636405,0.004244040885009764,0.23201974999959737
770,10771,825,0.0590589041349942,160313,23,7,1,5015,9,5,Rent,Masters,Widowed,6,0.0,55165.0,0.0025560718,-0.002556071849539876,0.0
771,10772,439,0.6441904036015019,162497,34,8,9,18260,7,14,Mortgage,Masters,Married,1,0.0,383460.0,0.050022695,-0.05002269521355629,0.0
772,10773,757,0.493188362450604,67241,52,1,7,15637,9,2,Mortgage,Masters,Widowed,0,0.0,297103.0,0.008696075,-0.008696074597537518,0.0
773,10774,814,0.1949337174100004,102028,41,8,17,1504,3,25,Mortgage,High School,Widowed,27,0.0,15040.0,0.005289495,-0.00528949499130249,0.0
774,10775,517,0.011641942213045,117615,65,0,4,17247,7,15,Rent,Masters,Widowed,29,0.15043446,327693.0,0.16623764,-0.015803177400627144,0.20363305813934027
775,10776,658,0.0776219997761107,140033,74,3,11,16109,2,2,Mortgage,High School,Divorced,4,0.15990266,338289.0,0.16148834,-0.0015856793049240092,0.21888899088765112
776,10777,829,0.6651099144696223,46748,40,2,2,13664,9,9,Mortgage,Masters,Widowed,10,0.0,232288.0,0.015668957,-0.0156689565628767,0.0
777,10778,804,0.3261337597355329,109072,38,3,7,17707,12,20,Rent,High School,Widowed,22,0.0,70828.0,0.012169203,-0.012169202789664268,0.0
778,10779,579,0.9274536327098772,99674,38,9,2,1083,4,26,Mortgage,Masters,Widowed,9,0.16804828,6498.0,0.17135817,-0.0033098881251525936,0.2322917512569119
779,10780,387,0.0005391017447221,87313,53,1,4,7652,8,3,Rent,Masters,Divorced,18,0.16399267,122432.0,0.17608161,-0.01208894270618438,0.22558602506511535
780,10781,571,0.0612009188818298,109492,53,4,12,15802,19,23,Rent,High School,Widowed,16,0.0,347644.0,0.0035975708,-0.0035975708160549402,0.0
781,10782,312,0.1022023225718716,105821,43,4,16,16920,3,29,Mortgage,Masters,Widowed,21,0.16416746,135360.0,0.16642836,-0.002260897362747205,0.22587368876545535
782,10783,628,0.299768186005816,187874,88,7,2,16986,17,4,Mortgage,High School,Widowed,23,0.15586716,237804.0,0.17115377,-0.015286608897056575,0.21234481767111435
783,10784,696,0.3953041185089324,167155,20,8,3,9913,19,2,Mortgage,Masters,Single,27,0.15180689,178434.0,0.15986152,-0.008054629932746887,0.20582332188480054
784,10785,791,0.1677936401791167,172194,53,2,9,4512,12,12,Mortgage,High School,Widowed,5,0.0,31584.0,0.014953161,-0.014953160658478737,0.0
785,10786,725,0.4427470015520658,42652,44,6,3,8733,15,2,Own,Masters,Widowed,23,0.16758972,165927.0,0.16660148,0.0009882409465026831,0.23153027134648074
786,10787,824,0.3195140222274258,50661,70,2,16,12492,6,1,Rent,High School,Widowed,23,0.0,212364.0,0.0023561227,-0.002356122713536024,0.0
787,10788,483,0.1244775898511306,127830,20,2,18,19136,12,26,Rent,Masters,Divorced,3,0.16143079,76544.0,0.18013711,-0.018706322736701975,0.22138352599423503
788,10789,350,0.2407360628104601,31871,23,0,11,16575,8,24,Rent,Masters,Widowed,15,0.15341663,66300.0,0.15638858,-0.002971950799102785,0.20840135862815246
789,10790,576,0.0312484468736887,184036,28,6,0,18394,7,8,Own,PhD,Widowed,17,0.1541763,147152.0,0.16330719,-0.009130889941406262,0.20962139627915374
790,10791,811,0.7244401630170463,133554,30,9,14,14943,3,28,Mortgage,PhD,Widowed,5,0.0,268974.0,0.0061890553,-0.006189055275171995,0.0
791,10792,496,0.3874719719825358,73719,89,6,1,9066,16,21,Rent,Masters,Widowed,20,0.16947936,63462.0,0.19220406,-0.022724698170318608,0.23467359462613713
792,10793,495,0.1087595600079416,65976,57,5,4,6974,4,6,Own,High School,Single,5,0.16709694,146454.0,0.14964534,0.01745159657711029,0.2307129007306083
793,10794,523,0.8863343320576337,150553,53,9,18,17302,6,9,Mortgage,Masters,Widowed,9,0.0,207624.0,0.008642957,-0.008642956614494324,0.0
794,10795,654,0.6469182607439758,197486,18,4,10,5415,4,3,Mortgage,Masters,Single,18,0.16582291,108300.0,0.16042335,0.005399556685600271,0.2286041522669962
795,10796,532,0.3452761191965399,65738,56,4,18,1070,3,5,Rent,High School,Widowed,10,0.0,21400.0,0.0032638637,-0.0032638637349009514,0.0
796,10797,801,0.3025475748162042,78944,29,2,12,15113,12,10,Rent,Bachelor,Widowed,14,0.1530216,105791.0,0.15995833,-0.006936732777023308,0.20776780139847711
797,10798,613,0.9417157940647508,96338,75,7,3,4244,7,1,Mortgage,PhD,Widowed,22,0.15537764,55172.0,0.039877307,0.11550033333004953,0.21155523990627004
798,10799,403,0.0945121952870893,86702,70,8,2,14145,0,26,Mortgage,Masters,Divorced,8,0.15342464,282900.0,0.17084566,-0.01742101758705139,0.20841421134676072
799,10800,354,0.2376368357785286,99981,73,2,6,5897,5,0,Rent,High School,Widowed,21,0.0,88455.0,0.0031869626,-0.003186962567269802,0.0
800,10801,396,0.2395579627818072,25770,41,8,5,13198,15,2,Rent,Masters,Widowed,15,0.0,92386.0,0.0028772824,-0.0028772824443876743,0.0
801,10802,753,0.0718036591669925,118721,37,9,12,19673,10,17,Rent,PhD,Widowed,11,0.0,373787.0,0.0050443853,-0.005044385325163603,0.0
802,10803,724,0.186715058096792,156028,61,6,17,3011,9,20,Rent,High School,Widowed,6,0.0,42154.0,0.00235346,-0.0023534600622951984,0.0
803,10804,795,0.0929865158821107,80194,87,2,7,16549,8,1,Rent,Bachelor,Widowed,18,0.0,281333.0,0.0033255033,-0.003325503319501877,0.0
804,10805,698,0.6856362119161169,59316,59,2,3,1271,15,12,Rent,Masters,Widowed,12,0.16657104,22878.0,0.17605506,-0.009484018836936947,0.2298416604097846
805,10806,342,0.0555197714378127,138381,38,1,5,2874,2,10,Own,High School,Married,1,0.16748251,34488.0,0.16928838,-0.0018058719341659535,0.2313523605371943
806,10807,512,0.7466213917701039,23332,20,7,1,19739,0,17,Mortgage,PhD,Widowed,10,0.16157855,236868.0,0.15456201,0.007016538638877856,0.22162521307154054
807,10808,398,0.487797002917697,194624,27,7,6,17368,10,17,Mortgage,High School,Divorced,6,0.16387504,69472.0,0.17262731,-0.008752274925193787,0.22539250114002082
808,10809,838,0.1431891796795239,176636,78,2,13,1337,18,13,Mortgage,PhD,Widowed,28,0.16677125,25403.0,0.17241354,-0.005642292866706838,0.23017321173807326
809,10810,543,0.3451484882580508,82425,60,5,10,16801,10,7,Mortgage,PhD,Widowed,3,0.15228938,100806.0,0.13156347,0.020725910232429506,0.20659501352006182
810,10811,596,0.0088569647939558,173554,35,5,10,9429,8,11,Own,Masters,Widowed,19,0.0,179151.0,0.009001343,-0.009001342579722404,0.0
811,10812,603,0.3634194574746294,52001,60,2,5,11772,3,4,Mortgage,PhD,Widowed,23,0.15449311,70632.0,0.09842936,0.05606375050436019,0.21013084411411478
812,10813,691,0.0166785914502599,62062,27,9,16,18159,18,1,Mortgage,PhD,Single,15,0.16954279,236067.0,0.1744575,-0.004914715345344545,0.23477935545890427
813,10814,343,0.1517392515115198,52264,32,8,13,8073,16,20,Mortgage,High School,Divorced,22,0.155335,72657.0,0.1664148,-0.01107979730606079,0.21148650648481948
814,10815,588,0.0775993306611348,103200,34,3,10,16763,4,10,Mortgage,High School,Widowed,6,0.0,184393.0,0.0028177053,-0.002817705273628235,0.0
815,10816,606,0.3837368216689104,40842,30,6,4,15952,17,22,Mortgage,PhD,Widowed,11,0.15650675,47856.0,0.16640487,-0.009898123132705688,0.21337783378823721
816,10817,755,0.3054383741441742,60585,43,1,11,11339,6,6,Mortgage,High School,Widowed,26,0.0,102051.0,0.006244212,-0.006244211923331022,0.0
817,10818,696,0.6933922330787265,177330,24,8,0,8548,7,13,Mortgage,PhD,Widowed,19,0.0,17096.0,0.0047410717,-0.0047410717234015465,0.0
818,10819,785,0.3413120542705207,132500,61,6,6,8745,5,27,Rent,Bachelor,Widowed,9,0.15745284,131175.0,0.17772454,-0.02027170023361205,0.2149087607155426
819,10820,698,0.1527927521096578,59463,21,3,11,18618,7,21,Own,High School,Widowed,14,0.0,111708.0,0.044155654,-0.044155653566122055,0.0
820,10821,795,0.8391448267470832,36353,23,8,2,16608,5,15,Mortgage,PhD,Widowed,7,0.0,149472.0,0.0059127146,-0.005912714637815952,0.0
821,10822,412,0.086270207919444,48978,63,5,4,18445,11,7,Rent,Masters,Widowed,4,0.0,36890.0,0.0030011514,-0.0030011513736099005,0.0
822,10823,504,0.399790824073212,72964,36,2,7,19825,5,8,Mortgage,Masters,Widowed,5,0.0,376675.0,0.009043432,-0.009043431840837002,0.0
823,10824,351,0.0501079050445615,117725,25,4,7,13808,8,10,Mortgage,Masters,Widowed,0,0.0,179504.0,0.004195887,-0.004195887129753828,0.0
824,10825,536,0.2455957886200683,150783,66,5,16,3886,7,13,Rent,Masters,Widowed,21,0.0,50518.0,0.0066841193,-0.00668411934748292,0.0
825,10826,749,0.0075815965281518,50713,55,2,9,8698,0,16,Rent,Masters,Widowed,9,0.0,26094.0,0.002637755,-0.0026377548929303885,0.0
826,10827,781,0.709861489520791,147982,42,9,15,13076,12,1,Mortgage,Masters,Widowed,26,0.0,274596.0,0.003403958,-0.0034039579331874847,0.0
827,10828,629,0.3007436082257435,196081,26,4,19,18771,15,22,Mortgage,Masters,Single,5,0.1679543,281565.0,0.17451514,-0.006560843036842345,0.23213562067564317
828,10829,311,0.2941782056135849,67389,80,3,4,5886,5,0,Mortgage,High School,Married,1,0.16765486,100062.0,0.17296298,-0.00530811848224641,0.2316383910164958
829,10830,768,0.2449124808741405,141259,70,5,9,4955,5,11,Own,High School,Widowed,7,0.0,29730.0,0.0029603804,-0.0029603803995996714,0.0
830,10831,687,0.3231752690290433,103209,54,1,4,4233,16,0,Rent,High School,Widowed,17,0.0,55029.0,0.0032352232,-0.003235223237425089,0.0
831,10832,482,0.2460737669622761,143508,38,7,3,12549,2,7,Own,High School,Single,13,0.16958405,188235.0,0.17092742,-0.0013433702585220475,0.23484815952776428
832,10833,383,0.0476194835405232,150696,70,4,8,3389,5,0,Own,High School,Widowed,14,0.0,30501.0,0.006304968,-0.006304968148469925,0.0
833,10834,797,0.5350852456594667,81284,75,2,14,11207,8,20,Rent,Bachelor,Widowed,4,0.16461992,44828.0,0.17672077,-0.012100848213272092,0.22661889184621206
834,10835,700,0.3876232628735762,115430,30,7,1,1072,4,23,Mortgage,PhD,Widowed,0,0.0,16080.0,0.0032724054,-0.0032724053598940372,0.0
835,10836,766,0.137369257709761,108678,78,3,12,7591,11,12,Mortgage,Masters,Widowed,6,0.15822658,144229.0,0.16496222,-0.006735637211723322,0.21616335545496307
836,10837,841,0.8549451040026291,96373,51,1,18,8884,11,8,Rent,High School,Widowed,20,0.16568747,88840.0,0.16774419,-0.0020567195008087125,0.2283803534629882
837,10838,675,0.5562931688759917,193889,18,7,3,6891,14,20,Rent,Masters,Widowed,1,0.0,89583.0,0.106420964,-0.10642096400260925,0.0
838,10839,576,0.0410632419967864,197559,39,4,12,17639,11,6,Own,Bachelor,Widowed,22,0.15943336,35278.0,0.17849754,-0.01906417797054291,0.2181247211999753
839,10840,327,0.1237331187486093,175216,39,7,6,5694,2,2,Mortgage,PhD,Widowed,3,0.0,102492.0,0.0023867867,-0.0023867867421358824,0.0
840,10841,741,0.8024273056663412,62437,21,7,19,15587,16,12,Rent,High School,Widowed,16,0.16596803,93522.0,0.17630485,-0.01033681700202943,0.2288440268063104
841,10842,596,0.1727501128501284,58710,55,6,7,15183,12,21,Mortgage,Masters,Widowed,4,0.16100183,273294.0,0.16632123,-0.005319402914924609,0.22068236990314288
842,10843,395,0.3468989220832917,29547,69,9,2,2453,18,10,Mortgage,Masters,Widowed,20,0.1624486,14718.0,0.165401,-0.002952396804237367,0.22305005997243887
843,10844,584,0.8577787010152627,61868,80,6,1,5199,3,15,Rent,High School,Widowed,10,0.15630509,36393.0,0.16506535,-0.00876025814834594,0.21305195914954625
844,10845,665,0.1534335866951565,188129,33,9,18,17830,8,18,Mortgage,PhD,Single,15,0.16743608,196130.0,0.16465509,0.0027809906216430536,0.23127532598337902
845,10846,684,0.3577431281721372,187103,40,6,0,1178,7,4,Rent,High School,Widowed,22,0.0,12958.0,0.004340417,-0.004340417217463255,0.0
846,10847,454,0.2485976386683009,74660,31,0,13,12932,10,5,Rent,PhD,Widowed,20,0.15166092,90524.0,0.15479249,-0.0031315676213073684,0.2055900312879609
847,10848,502,0.2011204105757817,193442,45,8,2,11864,0,6,Rent,Masters,Widowed,7,0.0,166096.0,0.0026372334,-0.0026372333522886038,0.0
848,10849,531,0.2507409782305471,151412,57,6,13,5936,4,9,Mortgage,PhD,Widowed,24,0.15211208,29680.0,0.09867589,0.0534361882429886,0.2063113388854507
849,10850,509,0.1203725124895856,26078,42,7,0,12284,9,15,Rent,Masters,Divorced,9,0.16307965,49136.0,0.17244513,-0.009365483328437813,0.22408535949687433
850,10851,707,0.4542907745226251,179313,58,8,3,4730,11,3,Rent,Masters,Widowed,21,0.0,80410.0,0.0027890746,-0.002789074555039406,0.0
851,10852,749,0.4259835696239799,67572,59,6,9,8412,1,18,Rent,High School,Widowed,7,0.0,134592.0,0.0026592682,-0.0026592682115733624,0.0
852,10853,660,0.0364091636786069,168828,39,8,0,15079,1,8,Mortgage,Bachelor,Widowed,8,0.0,256343.0,0.0026699,-0.002669899957254529,0.0
853,10854,840,0.0659637111132892,114257,34,5,6,12520,8,19,Rent,Masters,Single,4,0.15481955,25040.0,0.1601082,-0.005288643755149841,0.21065617703296377
854,10855,561,0.0289164097747198,177242,61,9,13,17547,10,6,Own,PhD,Widowed,27,0.15725556,245658.0,0.16624491,-0.008989349167289745,0.2145892460589832
855,10856,831,0.2697842127936579,183069,70,9,15,9290,18,4,Mortgage,Masters,Widowed,21,0.0,55740.0,0.005160439,-0.0051604388281702995,0.0
856,10857,801,0.0289071664885161,148186,59,2,18,2178,15,13,Own,High School,Widowed,11,0.0,15246.0,0.009094988,-0.009094987995922565,0.0
857,10858,677,0.4496421707585866,165499,48,7,16,3496,11,5,Own,High School,Widowed,27,0.1633695,45448.0,0.17586678,-0.012497282665252685,0.22456141032391227
858,10859,774,0.0271979198399262,173949,44,8,1,1003,10,2,Rent,PhD,Widowed,15,0.0,15045.0,0.0031142356,-0.0031142355874180794,0.0
859,10860,353,0.6278544489839762,24452,29,5,9,9349,16,6,Rent,Masters,Widowed,27,0.15759708,102839.0,0.16306551,-0.005468428008003234,0.21514246650522056
860,10861,303,0.5492256278575192,83018,18,2,11,10178,3,5,Rent,High School,Widowed,12,0.15008138,162848.0,0.1650964,-0.01501502216827394,0.2030707210532698
